gene_id	length	G10d1	G10d2	G15d1	G15d2	G5d1	G5d2	M10d1	M10d2	M15d1	M15d2	M5d1	M5d2
ENSG00000278171	256	0	2	0	0	1	1	1	0	0	0	0	0
ENSG00000232852	2812	9	4	15	3	13	3	12	8	11	12	9	4
ENSG00000149656	1438	1	0	1	0	5	0	0	4	4	2	1	0
ENSG00000274727	555	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279493	513	0	0	0	2	7	3	3	8	2	1	2	1
ENSG00000277117	3357	93	38	43	19	250	45	123	65	107	102	140	89
ENSG00000279687	479	2	0	1	0	4	1	3	5	1	1	0	0
ENSG00000280071	3106	223	102	176	85	555	99	148	81	110	82	265	120
ENSG00000276612	1599	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275464	7665	646	271	328	180	1922	391	326	183	243	224	932	501
ENSG00000280433	5411	852	385	962	497	1846	417	834	443	580	560	927	483
ENSG00000279669	388	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000279094	1125	42	14	35	21	92	21	25	11	15	14	53	25
ENSG00000274333	8756	162	67	129	56	425	89	141	90	94	111	255	131
ENSG00000277777	101	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000279186	2456	0	0	0	0	2	1	2	1	2	0	3	0
ENSG00000279784	307	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279064	457	4	0	4	0	5	1	2	0	0	2	1	1
ENSG00000274559	378	3	2	8	2	5	2	8	4	1	2	2	3
ENSG00000280013	207	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279769	1404	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000280191	1681	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280095	476	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000280179	3973	0	0	2	0	1	0	1	0	0	0	0	0
ENSG00000275993	4806	87	41	28	13	68	16	137	58	71	71	42	32
ENSG00000274790	101	0	0	0	0	1	0	0	1	1	0	0	0
ENSG00000275496	2878	190	92	118	69	495	115	156	86	97	76	263	149
ENSG00000280019	1023	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279709	741	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278903	3405	61	22	46	21	125	26	41	22	33	29	49	45
ENSG00000276902	101	1	0	0	0	2	0	0	0	0	1	1	0
ENSG00000274276	4004	10	2	6	5	80	12	62	49	7	5	33	15
ENSG00000275895	5603	1914	902	1341	788	5044	1126	1169	701	956	950	2552	1380
ENSG00000280346	373	1	0	1	1	1	0	1	1	0	2	0	1
ENSG00000279226	327	3	0	4	0	1	0	1	0	1	1	0	0
ENSG00000278927	1052	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276076	1660	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000280145	7492	157	60	141	74	367	81	115	65	85	77	214	89
ENSG00000278878	1097	1	0	0	1	8	0	0	0	0	0	0	2
ENSG00000279788	1031	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279728	818	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280164	1032	37	12	55	16	78	10	20	8	28	21	56	23
ENSG00000279998	1612	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278955	553	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280172	1990	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000279751	458	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280018	1788	128	63	92	55	292	59	69	27	40	48	107	64
ENSG00000279313	897	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279477	924	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278884	593	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277067	3058	83	31	57	34	285	52	70	32	72	46	121	67
ENSG00000274046	101	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000280330	1185	6	1	3	1	30	7	5	4	1	3	24	8
ENSG00000279303	2456	1	1	1	1	6	1	2	0	1	1	0	1
ENSG00000279647	879	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279895	1029	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276077	3387	92	35	52	25	210	50	72	23	50	49	116	69
ENSG00000274484	101	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279177	1185	6	4	6	5	64	10	5	6	1	4	19	9
ENSG00000276546	101	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000277991	7778	271	121	197	85	916	181	253	133	152	144	454	244
ENSG00000273590	4324	170	72	175	85	316	64	131	66	88	98	131	85
ENSG00000277277	751	8	0	3	1	16	7	6	3	3	3	5	0
ENSG00000278961	1050	0	0	1	0	2	0	1	0	2	1	1	0
ENSG00000276289	3649	10	0	8	13	8	2	6	2	12	5	4	2
ENSG00000273614	128	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000279967	2456	0	0	0	0	6	0	2	1	0	1	1	1
ENSG00000278996	2498	52	25	49	21	146	19	67	29	56	46	51	38
ENSG00000275950	92	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275664	90	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275708	180	0	2	0	0	1	0	0	0	0	1	1	0
ENSG00000277437	61	2	0	2	0	0	0	1	1	2	3	5	0
ENSG00000280800	923	1031	476	1221	523	2831	605	1172	742	741	713	1573	765
ENSG00000278233	153	71	15	42	10	65	8	45	230	28	15	47	30
ENSG00000274060	92	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277671	90	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000281383	923	546	225	648	380	1388	315	575	399	413	372	707	345
ENSG00000277739	153	53	17	39	9	53	5	55	200	30	10	31	29
ENSG00000280441	2498	54	28	60	27	128	27	65	34	75	43	68	24
ENSG00000277379	92	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274868	90	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280614	923	1063	468	1198	645	2906	595	1125	717	746	625	1433	758
ENSG00000275215	153	72	19	44	8	70	12	55	209	22	18	43	17
ENSG00000275692	92	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278775	90	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281181	923	965	507	1237	643	2860	583	1146	703	747	676	1280	758
ENSG00000278189	153	69	13	41	9	60	3	45	212	28	11	43	20
ENSG00000279990	438	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279615	397	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279167	102	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279579	845	0	0	1	1	3	0	1	0	0	0	0	0
ENSG00000279213	519	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280243	1081	5	2	1	0	3	0	4	2	1	2	2	0
ENSG00000278931	1693	8	6	7	5	13	3	13	6	9	8	7	5
ENSG00000264462	180	1	1	1	1	0	2	2	2	0	1	1	2
ENSG00000264063	61	5	0	1	1	3	0	0	0	1	0	0	1
ENSG00000279501	227	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279414	509	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000280436	510	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188681	2309	53	15	45	13	123	30	50	30	34	34	72	42
ENSG00000279720	501	1	1	0	2	4	1	1	3	0	0	2	2
ENSG00000279381	204	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000278932	1880	22	14	35	11	50	13	36	14	24	21	22	13
ENSG00000279718	759	6	7	14	4	13	4	5	5	5	7	8	4
ENSG00000279208	768	5	8	6	3	14	3	8	3	2	2	6	3
ENSG00000279864	186	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279211	392	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275631	176	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280081	2485	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280075	123	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279783	348	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264002	284	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252199	95	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279321	920	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000270533	1856	12	2	18	8	20	5	14	5	6	6	13	10
ENSG00000280372	1495	1	0	0	2	1	0	0	0	5	1	1	1
ENSG00000279851	1942	0	0	1	1	0	0	0	0	2	0	0	0
ENSG00000279062	586	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000277693	927	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000275945	806	0	0	0	0	0	1	0	1	1	0	0	1
ENSG00000275592	903	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278106	135	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187172	4080	0	4	0	14	0	5	1	8	0	13	1	0
ENSG00000273840	3336	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274391	2596	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278678	296	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273872	289	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000276556	311	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277282	353	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229306	323	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224309	5110	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000207097	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168122	3216	1	1	0	0	0	1	0	1	0	0	0	0
ENSG00000237202	564	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280108	308	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185390	296	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175302	2186	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266211	77	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226930	697	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219280	893	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228184	2981	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179381	904	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228159	504	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218549	961	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166351	2636	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207476	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266299	76	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278381	284	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227874	1110	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214319	1095	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279773	1839	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273692	666	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278618	86	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229231	1995	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224922	458	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173231	1181	1	0	0	0	1	1	0	0	0	0	0	1
ENSG00000232797	507	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224860	1230	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000215562	932	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234538	292	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228314	1717	0	0	1	0	1	0	0	0	1	1	1	0
ENSG00000230965	529	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000215559	4842	3	1	1	2	3	1	4	1	0	1	0	1
ENSG00000203616	333	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000223287	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183249	450	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000233442	1275	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000275170	856	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224905	1770	3	2	5	1	42	6	8	6	4	12	25	15
ENSG00000249493	492	5	0	0	0	3	0	3	0	1	2	2	0
ENSG00000201812	116	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277572	89	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000188992	1744	6	1	1	1	11	2	2	6	1	5	5	4
ENSG00000240755	578	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185272	2360	6	2	1	0	13	0	2	1	0	1	7	5
ENSG00000243064	10722	1	0	2	0	7	1	8	7	4	1	7	1
ENSG00000155304	4194	937	485	785	376	2389	513	745	460	535	436	1116	655
ENSG00000155307	3169	1514	789	2068	1120	3018	659	1620	958	1391	1317	1808	984
ENSG00000223662	840	0	0	1	0	2	0	1	0	1	2	0	0
ENSG00000232884	1863	2	0	3	2	2	0	13	5	2	5	1	0
ENSG00000228600	765	0	0	2	0	0	1	3	1	3	1	0	1
ENSG00000226751	695	6	1	7	5	4	2	46	22	28	22	13	2
ENSG00000225502	962	1	0	0	1	0	0	1	1	0	0	0	0
ENSG00000235609	5929	46	22	38	18	49	9	44	32	46	38	27	8
ENSG00000281903	3635	5	2	5	1	14	0	6	6	3	4	5	2
ENSG00000226406	836	1	0	0	2	0	0	1	0	0	1	0	0
ENSG00000235277	781	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180530	7940	1340	643	1089	575	4146	944	1316	751	933	888	1937	1069
ENSG00000229047	562	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231201	824	3	1	0	0	3	0	5	3	2	2	2	0
ENSG00000279390	2191	12	8	13	8	8	1	12	9	7	7	9	5
ENSG00000236471	446	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000280082	87	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000229425	8941	21	21	9	5	142	29	14	11	15	9	56	17
ENSG00000224524	238	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224247	1376	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212564	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226298	1152	8	6	12	2	8	1	4	3	3	6	10	2
ENSG00000155313	7823	1377	688	1235	669	2965	645	1174	600	820	751	1517	775
ENSG00000234159	502	0	0	0	0	1	0	0	0	0	0	3	0
ENSG00000252273	97	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215386	5503	6	3	1	6	17	1	5	3	0	1	10	1
ENSG00000214976	958	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224602	335	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201025	73	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270071	581	1	0	0	0	0	1	0	1	0	0	0	0
ENSG00000270139	467	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280432	1101	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207638	81	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199030	94	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269950	729	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000207863	89	0	0	0	0	0	0	1	1	0	0	0	1
ENSG00000239023	160	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237735	438	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232886	377	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225735	879	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278181	378	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252462	101	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232560	714	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226580	146	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266195	276	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154639	6682	6	4	6	0	35	9	5	2	8	4	13	7
ENSG00000232260	468	0	0	0	0	3	0	1	0	0	0	0	0
ENSG00000200754	108	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199962	109	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154640	2306	242	126	202	101	639	133	163	107	151	135	317	186
ENSG00000280594	2578	15	5	13	5	29	7	15	4	5	5	6	7
ENSG00000226956	516	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279648	2048	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240770	998	0	0	0	0	5	1	1	0	0	0	1	0
ENSG00000154642	6235	466	221	406	183	1371	286	543	309	385	377	775	420
ENSG00000244676	454	3	3	7	4	12	0	7	1	2	2	5	1
ENSG00000231755	1117	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215369	293	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154645	3093	0	0	1	0	10	0	0	0	0	2	1	0
ENSG00000227330	478	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000154646	4233	0	0	0	1	0	0	0	0	0	0	2	0
ENSG00000228708	461	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224141	1454	2	1	3	0	1	0	2	0	1	0	0	1
ENSG00000230233	879	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265841	75	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198618	498	71	42	42	24	275	65	56	37	43	28	95	67
ENSG00000279156	217	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232193	784	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226204	424	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235965	790	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229289	469	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226818	1850	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231620	636	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212609	165	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230198	268	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271486	851	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229336	442	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215353	770	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233480	412	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233236	864	4	4	0	0	34	9	7	4	4	4	16	8
ENSG00000251851	105	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252963	244	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233676	512	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234439	1258	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233206	320	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276738	211	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224924	2325	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215351	496	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000154654	8380	12	9	14	4	4	1	6	5	6	2	2	3
ENSG00000226771	635	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234730	609	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237527	480	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238265	612	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233997	772	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227075	530	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233215	1486	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184856	727	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234340	1386	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231136	350	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202339	141	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226043	435	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223488	2060	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234034	977	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225906	629	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230972	762	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275469	109	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219368	1804	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231058	1368	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223078	174	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228592	1725	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223822	739	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000237569	1352	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199698	102	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227716	861	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231986	680	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235564	778	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226996	984	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224018	693	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224832	2007	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237484	4970	6	1	4	1	4	1	1	1	3	2	8	2
ENSG00000226983	2719	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227090	540	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230379	614	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237444	525	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244278	479	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232512	704	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274662	284	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223870	291	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222042	763	0	1	0	0	1	0	0	0	0	0	1	0
ENSG00000238627	109	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213885	611	128	24	53	8	113	19	42	24	18	18	93	23
ENSG00000279534	217	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185433	2027	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000229962	1046	0	0	0	0	1	0	0	1	0	1	0	0
ENSG00000234883	1600	69	29	30	20	239	50	60	29	62	58	134	89
ENSG00000260583	557	0	0	1	1	4	1	3	2	2	3	4	0
ENSG00000154719	1199	489	229	305	138	1558	341	336	172	255	221	820	459
ENSG00000154721	5933	5	3	1	5	38	4	21	23	18	9	15	4
ENSG00000237731	728	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227054	375	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154723	2043	1640	809	1256	680	3842	836	1151	634	983	980	2165	1179
ENSG00000154727	5429	1110	525	1149	586	2277	494	1074	628	732	709	1407	752
ENSG00000235514	396	0	0	0	0	0	0	1	0	1	1	0	0
ENSG00000142192	6316	14237	6461	15731	8240	17564	3946	6153	3646	4992	4537	7209	3709
ENSG00000233783	3201	0	3	0	1	0	1	1	0	1	1	1	2
ENSG00000251972	102	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224541	392	3	0	0	1	2	0	1	0	2	0	1	0
ENSG00000273492	2044	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206802	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229025	516	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232692	2247	7	1	7	2	12	2	6	7	3	0	4	1
ENSG00000197934	3713	15	4	16	12	6	4	4	1	3	1	2	4
ENSG00000273115	312	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166265	3266	350	183	262	128	374	81	54	31	84	86	136	69
ENSG00000154734	7063	5	4	0	0	41	10	2	2	6	6	14	6
ENSG00000223563	361	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154736	9056	0	1	3	1	0	1	2	0	0	1	0	1
ENSG00000266133	83	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215326	606	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231236	2603	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236332	954	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233300	934	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217026	644	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000219592	144	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234052	468	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225298	611	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234083	572	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178457	607	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232079	4053	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000236532	4753	3	0	0	2	0	0	1	0	0	1	0	0
ENSG00000232855	6532	0	1	1	1	5	0	0	0	2	1	7	2
ENSG00000226935	870	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156239	4865	243	87	180	82	472	109	188	101	138	103	243	114
ENSG00000215005	1686	1	0	0	0	1	0	0	0	0	0	3	0
ENSG00000215317	1041	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000198862	8876	1114	567	1239	576	2202	527	1024	581	728	666	1216	647
ENSG00000176054	421	10	6	8	2	26	8	12	9	23	7	8	6
ENSG00000156253	3395	346	190	243	121	872	184	341	193	226	211	434	260
ENSG00000273254	636	3	1	1	0	2	0	0	0	1	0	5	0
ENSG00000156256	5694	1222	549	1058	523	2765	601	1110	699	867	776	1509	790
ENSG00000156261	3341	6180	2899	4298	2408	16548	3732	5149	2980	3372	3079	9328	4939
ENSG00000231125	794	15	14	14	8	36	16	14	12	14	9	24	18
ENSG00000156265	4497	25	17	25	8	122	23	51	26	22	26	44	29
ENSG00000232687	488	0	2	0	0	2	0	0	0	0	1	4	0
ENSG00000201984	102	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212479	215	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224649	327	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215533	1087	0	1	0	1	1	0	2	0	2	1	0	0
ENSG00000156273	7717	1702	794	2170	1154	2890	619	1924	1098	1488	1374	1587	928
ENSG00000236056	937	0	0	0	0	1	0	0	1	1	0	0	1
ENSG00000248476	821	19	5	19	4	31	9	16	9	9	8	15	5
ENSG00000273017	452	6	1	15	3	7	2	8	9	9	16	4	8
ENSG00000232118	879	14	4	14	12	10	4	7	2	6	6	6	3
ENSG00000228817	1291	10	6	14	7	34	2	6	7	13	4	15	3
ENSG00000234293	406	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000171189	4243	15	7	8	1	32	11	17	5	6	17	20	10
ENSG00000273464	426	1	1	2	1	4	3	4	2	0	3	1	0
ENSG00000174680	1330	2	0	1	1	1	0	0	1	0	0	0	1
ENSG00000259981	444	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156282	1193	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000227342	424	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156284	2068	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000225267	502	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188694	1650	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232263	370	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197683	1193	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000206107	682	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182816	1240	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186980	211	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250973	371	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265007	85	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198390	749	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240432	704	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186971	797	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233640	499	0	0	0	0	0	0	0	0	0	0	0	0
