sample_name	sample	stage	embryo
stomach_16w_embryo1_49	stomach	16w	embryo1
stomach_16w_embryo1_5	stomach	16w	embryo1
stomach_16w_embryo1_52	stomach	16w	embryo1
stomach_16w_embryo1_53	stomach	16w	embryo1
stomach_16w_embryo1_55	stomach	16w	embryo1
stomach_16w_embryo1_57	stomach	16w	embryo1
stomach_16w_embryo1_61	stomach	16w	embryo1
stomach_16w_embryo1_67	stomach	16w	embryo1
stomach_16w_embryo1_75	stomach	16w	embryo1
stomach_16w_embryo1_83	stomach	16w	embryo1
stomach_16w_embryo1_84	stomach	16w	embryo1
stomach_16w_embryo1_85	stomach	16w	embryo1
stomach_16w_embryo1_86	stomach	16w	embryo1
esophagus_14w_embryo1_2	esophagus	14w	embryo1
esophagus_14w_embryo1_22	esophagus	14w	embryo1
esophagus_14w_embryo1_5	esophagus	14w	embryo1
esophagus_14w_embryo1_7	esophagus	14w	embryo1
esophagus_19w_embryo1_48	esophagus	19w	embryo1
esophagus_21w_embryo2_82	esophagus	21w	embryo2
esophagus_24w_embryo1.2_56	esophagus	24w	embryo1
esophagus_24w_embryo1.2_60	esophagus	24w	embryo1
esophagus_24w_embryo1_16	esophagus	24w	embryo1
LI_11w_embryo1_46	LI	11w	embryo1
LI_19w_embryo1_11	LI	19w	embryo1
LI_24w_embryo1_14	LI	24w	embryo1
LI_24w_embryo1_32	LI	24w	embryo1
LI_24w_embryo1_39	LI	24w	embryo1
LI_24w_embryo1_64	LI	24w	embryo1
LI_25w_embryo1_65	LI	25w	embryo1
LI_6w_embryo1_48	LI	6w	embryo1
SI_16w_embryo1_80	SI	16w	embryo1
SI_21w_embryo1_13	SI	21w	embryo1
SI_24w_embryo1_75	SI	24w	embryo1
SI_24w_embryo1_8	SI	24w	embryo1
SI_25w_embryo1_21	SI	25w	embryo1
SI_25w_embryo1_25	SI	25w	embryo1
SI_25w_embryo1_26	SI	25w	embryo1
SI_7w_embryo1_2	SI	7w	embryo1
SI_7w_embryo1_66	SI	7w	embryo1
SI_7w_embryo2.2_4	SI	7w	embryo2
SI_7w_embryo2.2_46	SI	7w	embryo2
SI_7w_embryo2.2_67	SI	7w	embryo2
SI_7w_embryo2_50	SI	7w	embryo2
SI_7w_embryo2_8	SI	7w	embryo2
SI_8w_embryo1_16	SI	8w	embryo1
SI_8w_embryo2_30	SI	8w	embryo2
SI_8w_embryo2_38	SI	8w	embryo2
SI_9w_embryo1_47	SI	9w	embryo1
stomach_19w_embryo1_5	stomach	19w	embryo1
stomach_21w_embryo1_43	stomach	21w	embryo1
stomach_24w_embryo1.2_3	stomach	24w	embryo1
stomach_24w_embryo1_14	stomach	24w	embryo1
stomach_25w_embryo1_49	stomach	25w	embryo1
esophagus_16w_embryo1_16	esophagus	16w	embryo1
esophagus_19w_embryo1_13	esophagus	19w	embryo1
esophagus_19w_embryo1_43	esophagus	19w	embryo1
LI_11w_embryo1_21	LI	11w	embryo1
LI_19w_embryo1_44	LI	19w	embryo1
LI_25w_embryo1_71	LI	25w	embryo1
SI_19w_embryo1_57	SI	19w	embryo1
SI_19w_embryo1_72	SI	19w	embryo1
SI_19w_embryo1_84	SI	19w	embryo1
SI_21w_embryo2_74	SI	21w	embryo2
stomach_16w_embryo1_20	stomach	16w	embryo1
stomach_16w_embryo1_87	stomach	16w	embryo1
stomach_19w_embryo1_1	stomach	19w	embryo1
stomach_19w_embryo1_10	stomach	19w	embryo1
stomach_19w_embryo1_13	stomach	19w	embryo1
stomach_19w_embryo1_14	stomach	19w	embryo1
stomach_19w_embryo1_15	stomach	19w	embryo1
stomach_19w_embryo1_16	stomach	19w	embryo1
stomach_19w_embryo1_17	stomach	19w	embryo1
stomach_19w_embryo1_18	stomach	19w	embryo1
stomach_19w_embryo1_19	stomach	19w	embryo1
stomach_19w_embryo1_2	stomach	19w	embryo1
stomach_19w_embryo1_20	stomach	19w	embryo1
stomach_19w_embryo1_21	stomach	19w	embryo1
stomach_19w_embryo1_22	stomach	19w	embryo1
stomach_19w_embryo1_24	stomach	19w	embryo1
stomach_19w_embryo1_25	stomach	19w	embryo1
stomach_19w_embryo1_26	stomach	19w	embryo1
stomach_19w_embryo1_27	stomach	19w	embryo1
stomach_19w_embryo1_29	stomach	19w	embryo1
stomach_19w_embryo1_3	stomach	19w	embryo1
stomach_19w_embryo1_30	stomach	19w	embryo1
stomach_19w_embryo1_31	stomach	19w	embryo1
stomach_19w_embryo1_32	stomach	19w	embryo1
stomach_19w_embryo1_35	stomach	19w	embryo1
stomach_19w_embryo1_36	stomach	19w	embryo1
stomach_19w_embryo1_37	stomach	19w	embryo1
stomach_19w_embryo1_38	stomach	19w	embryo1
stomach_19w_embryo1_4	stomach	19w	embryo1
stomach_19w_embryo1_40	stomach	19w	embryo1
stomach_19w_embryo1_41	stomach	19w	embryo1
stomach_19w_embryo1_42	stomach	19w	embryo1
stomach_19w_embryo1_43	stomach	19w	embryo1
stomach_19w_embryo1_45	stomach	19w	embryo1
stomach_19w_embryo1_47	stomach	19w	embryo1
stomach_19w_embryo1_48	stomach	19w	embryo1
stomach_19w_embryo1_49	stomach	19w	embryo1
stomach_19w_embryo1_51	stomach	19w	embryo1
stomach_19w_embryo1_52	stomach	19w	embryo1
stomach_19w_embryo1_53	stomach	19w	embryo1
stomach_19w_embryo1_54	stomach	19w	embryo1
stomach_19w_embryo1_55	stomach	19w	embryo1
stomach_19w_embryo1_57	stomach	19w	embryo1
stomach_19w_embryo1_58	stomach	19w	embryo1
stomach_19w_embryo1_59	stomach	19w	embryo1
stomach_19w_embryo1_60	stomach	19w	embryo1
stomach_19w_embryo1_61	stomach	19w	embryo1
stomach_19w_embryo1_62	stomach	19w	embryo1
stomach_19w_embryo1_63	stomach	19w	embryo1
stomach_19w_embryo1_64	stomach	19w	embryo1
stomach_19w_embryo1_65	stomach	19w	embryo1
stomach_19w_embryo1_66	stomach	19w	embryo1
stomach_19w_embryo1_67	stomach	19w	embryo1
stomach_19w_embryo1_68	stomach	19w	embryo1
stomach_19w_embryo1_69	stomach	19w	embryo1
stomach_19w_embryo1_70	stomach	19w	embryo1
stomach_19w_embryo1_72	stomach	19w	embryo1
stomach_19w_embryo1_74	stomach	19w	embryo1
stomach_19w_embryo1_75	stomach	19w	embryo1
stomach_19w_embryo1_76	stomach	19w	embryo1
stomach_19w_embryo1_77	stomach	19w	embryo1
stomach_19w_embryo1_79	stomach	19w	embryo1
stomach_19w_embryo1_80	stomach	19w	embryo1
stomach_19w_embryo1_81	stomach	19w	embryo1
stomach_19w_embryo1_82	stomach	19w	embryo1
stomach_19w_embryo1_83	stomach	19w	embryo1
stomach_19w_embryo1_84	stomach	19w	embryo1
stomach_19w_embryo1_86	stomach	19w	embryo1
stomach_19w_embryo1_87	stomach	19w	embryo1
stomach_19w_embryo1_88	stomach	19w	embryo1
stomach_19w_embryo1_89	stomach	19w	embryo1
stomach_19w_embryo1_9	stomach	19w	embryo1
stomach_19w_embryo1_90	stomach	19w	embryo1
esophagus_14w_embryo1_1	esophagus	14w	embryo1
esophagus_14w_embryo1_10	esophagus	14w	embryo1
esophagus_14w_embryo1_11	esophagus	14w	embryo1
esophagus_14w_embryo1_12	esophagus	14w	embryo1
esophagus_14w_embryo1_13	esophagus	14w	embryo1
esophagus_14w_embryo1_14	esophagus	14w	embryo1
esophagus_14w_embryo1_15	esophagus	14w	embryo1
esophagus_14w_embryo1_16	esophagus	14w	embryo1
esophagus_14w_embryo1_17	esophagus	14w	embryo1
esophagus_14w_embryo1_18	esophagus	14w	embryo1
esophagus_14w_embryo1_19	esophagus	14w	embryo1
esophagus_14w_embryo1_25	esophagus	14w	embryo1
esophagus_14w_embryo1_26	esophagus	14w	embryo1
esophagus_14w_embryo1_27	esophagus	14w	embryo1
esophagus_14w_embryo1_28	esophagus	14w	embryo1
esophagus_14w_embryo1_29	esophagus	14w	embryo1
esophagus_14w_embryo1_3	esophagus	14w	embryo1
esophagus_14w_embryo1_30	esophagus	14w	embryo1
esophagus_14w_embryo1_32	esophagus	14w	embryo1
esophagus_14w_embryo1_35	esophagus	14w	embryo1
esophagus_14w_embryo1_36	esophagus	14w	embryo1
esophagus_14w_embryo1_38	esophagus	14w	embryo1
esophagus_14w_embryo1_39	esophagus	14w	embryo1
esophagus_14w_embryo1_4	esophagus	14w	embryo1
esophagus_14w_embryo1_40	esophagus	14w	embryo1
esophagus_14w_embryo1_42	esophagus	14w	embryo1
esophagus_14w_embryo1_43	esophagus	14w	embryo1
esophagus_14w_embryo1_45	esophagus	14w	embryo1
esophagus_14w_embryo1_46	esophagus	14w	embryo1
esophagus_14w_embryo1_47	esophagus	14w	embryo1
esophagus_14w_embryo1_48	esophagus	14w	embryo1
esophagus_14w_embryo1_51	esophagus	14w	embryo1
esophagus_14w_embryo1_52	esophagus	14w	embryo1
esophagus_14w_embryo1_55	esophagus	14w	embryo1
esophagus_14w_embryo1_58	esophagus	14w	embryo1
esophagus_14w_embryo1_59	esophagus	14w	embryo1
esophagus_14w_embryo1_6	esophagus	14w	embryo1
esophagus_14w_embryo1_61	esophagus	14w	embryo1
esophagus_14w_embryo1_62	esophagus	14w	embryo1
esophagus_14w_embryo1_63	esophagus	14w	embryo1
esophagus_14w_embryo1_64	esophagus	14w	embryo1
esophagus_14w_embryo1_67	esophagus	14w	embryo1
esophagus_14w_embryo1_69	esophagus	14w	embryo1
esophagus_14w_embryo1_70	esophagus	14w	embryo1
esophagus_14w_embryo1_71	esophagus	14w	embryo1
esophagus_14w_embryo1_72	esophagus	14w	embryo1
esophagus_14w_embryo1_73	esophagus	14w	embryo1
esophagus_14w_embryo1_75	esophagus	14w	embryo1
esophagus_14w_embryo1_77	esophagus	14w	embryo1
esophagus_14w_embryo1_79	esophagus	14w	embryo1
esophagus_14w_embryo1_8	esophagus	14w	embryo1
esophagus_14w_embryo1_80	esophagus	14w	embryo1
esophagus_14w_embryo1_81	esophagus	14w	embryo1
esophagus_14w_embryo1_82	esophagus	14w	embryo1
esophagus_14w_embryo1_83	esophagus	14w	embryo1
esophagus_14w_embryo1_84	esophagus	14w	embryo1
esophagus_14w_embryo1_85	esophagus	14w	embryo1
esophagus_14w_embryo1_86	esophagus	14w	embryo1
esophagus_14w_embryo1_87	esophagus	14w	embryo1
esophagus_14w_embryo1_88	esophagus	14w	embryo1
stomach_14w_embryo1_10	stomach	14w	embryo1
stomach_14w_embryo1_11	stomach	14w	embryo1
stomach_14w_embryo1_15	stomach	14w	embryo1
stomach_14w_embryo1_17	stomach	14w	embryo1
stomach_14w_embryo1_18	stomach	14w	embryo1
stomach_14w_embryo1_19	stomach	14w	embryo1
stomach_14w_embryo1_2	stomach	14w	embryo1
stomach_14w_embryo1_20	stomach	14w	embryo1
stomach_14w_embryo1_22	stomach	14w	embryo1
stomach_14w_embryo1_24	stomach	14w	embryo1
stomach_14w_embryo1_25	stomach	14w	embryo1
stomach_14w_embryo1_27	stomach	14w	embryo1
stomach_14w_embryo1_28	stomach	14w	embryo1
stomach_14w_embryo1_29	stomach	14w	embryo1
stomach_14w_embryo1_3	stomach	14w	embryo1
stomach_14w_embryo1_33	stomach	14w	embryo1
stomach_14w_embryo1_37	stomach	14w	embryo1
stomach_14w_embryo1_4	stomach	14w	embryo1
stomach_14w_embryo1_42	stomach	14w	embryo1
stomach_14w_embryo1_43	stomach	14w	embryo1
stomach_14w_embryo1_47	stomach	14w	embryo1
stomach_14w_embryo1_49	stomach	14w	embryo1
stomach_14w_embryo1_50	stomach	14w	embryo1
stomach_14w_embryo1_58	stomach	14w	embryo1
stomach_14w_embryo1_62	stomach	14w	embryo1
stomach_14w_embryo1_63	stomach	14w	embryo1
stomach_14w_embryo1_67	stomach	14w	embryo1
stomach_14w_embryo1_7	stomach	14w	embryo1
stomach_14w_embryo1_70	stomach	14w	embryo1
stomach_14w_embryo1_8	stomach	14w	embryo1
stomach_14w_embryo1_80	stomach	14w	embryo1
stomach_14w_embryo1_81	stomach	14w	embryo1
stomach_14w_embryo1_84	stomach	14w	embryo1
stomach_14w_embryo1_87	stomach	14w	embryo1
stomach_14w_embryo1_9	stomach	14w	embryo1
esophagus_11w_embryo1_12	esophagus	11w	embryo1
esophagus_11w_embryo1_14	esophagus	11w	embryo1
esophagus_11w_embryo1_17	esophagus	11w	embryo1
esophagus_11w_embryo1_22	esophagus	11w	embryo1
esophagus_11w_embryo1_29	esophagus	11w	embryo1
esophagus_11w_embryo1_30	esophagus	11w	embryo1
esophagus_11w_embryo1_33	esophagus	11w	embryo1
esophagus_11w_embryo1_38	esophagus	11w	embryo1
esophagus_11w_embryo1_42	esophagus	11w	embryo1
esophagus_11w_embryo1_43	esophagus	11w	embryo1
esophagus_11w_embryo1_47	esophagus	11w	embryo1
esophagus_11w_embryo1_48	esophagus	11w	embryo1
esophagus_11w_embryo1_50	esophagus	11w	embryo1
esophagus_11w_embryo1_52	esophagus	11w	embryo1
esophagus_11w_embryo1_54	esophagus	11w	embryo1
esophagus_11w_embryo1_60	esophagus	11w	embryo1
esophagus_11w_embryo1_61	esophagus	11w	embryo1
esophagus_11w_embryo1_62	esophagus	11w	embryo1
esophagus_11w_embryo1_63	esophagus	11w	embryo1
esophagus_11w_embryo1_64	esophagus	11w	embryo1
esophagus_11w_embryo1_65	esophagus	11w	embryo1
esophagus_11w_embryo1_67	esophagus	11w	embryo1
esophagus_11w_embryo1_68	esophagus	11w	embryo1
esophagus_11w_embryo1_69	esophagus	11w	embryo1
esophagus_11w_embryo1_72	esophagus	11w	embryo1
esophagus_11w_embryo1_80	esophagus	11w	embryo1
esophagus_11w_embryo1_84	esophagus	11w	embryo1
esophagus_11w_embryo1_86	esophagus	11w	embryo1
esophagus_11w_embryo1_90	esophagus	11w	embryo1
esophagus_14w_embryo1_49	esophagus	14w	embryo1
esophagus_16w_embryo1_1	esophagus	16w	embryo1
esophagus_16w_embryo1_10	esophagus	16w	embryo1
esophagus_16w_embryo1_14	esophagus	16w	embryo1
esophagus_16w_embryo1_15	esophagus	16w	embryo1
esophagus_16w_embryo1_17	esophagus	16w	embryo1
esophagus_16w_embryo1_18	esophagus	16w	embryo1
esophagus_16w_embryo1_21	esophagus	16w	embryo1
esophagus_16w_embryo1_22	esophagus	16w	embryo1
esophagus_16w_embryo1_25	esophagus	16w	embryo1
esophagus_16w_embryo1_26	esophagus	16w	embryo1
esophagus_16w_embryo1_28	esophagus	16w	embryo1
esophagus_16w_embryo1_29	esophagus	16w	embryo1
esophagus_16w_embryo1_3	esophagus	16w	embryo1
esophagus_16w_embryo1_30	esophagus	16w	embryo1
esophagus_16w_embryo1_31	esophagus	16w	embryo1
esophagus_16w_embryo1_32	esophagus	16w	embryo1
esophagus_16w_embryo1_37	esophagus	16w	embryo1
esophagus_16w_embryo1_38	esophagus	16w	embryo1
esophagus_16w_embryo1_39	esophagus	16w	embryo1
esophagus_16w_embryo1_40	esophagus	16w	embryo1
esophagus_16w_embryo1_41	esophagus	16w	embryo1
esophagus_16w_embryo1_42	esophagus	16w	embryo1
esophagus_16w_embryo1_43	esophagus	16w	embryo1
esophagus_16w_embryo1_44	esophagus	16w	embryo1
esophagus_16w_embryo1_45	esophagus	16w	embryo1
esophagus_16w_embryo1_46	esophagus	16w	embryo1
esophagus_16w_embryo1_47	esophagus	16w	embryo1
esophagus_16w_embryo1_49	esophagus	16w	embryo1
esophagus_16w_embryo1_5	esophagus	16w	embryo1
esophagus_16w_embryo1_50	esophagus	16w	embryo1
esophagus_16w_embryo1_51	esophagus	16w	embryo1
esophagus_16w_embryo1_53	esophagus	16w	embryo1
esophagus_16w_embryo1_54	esophagus	16w	embryo1
esophagus_16w_embryo1_55	esophagus	16w	embryo1
esophagus_16w_embryo1_56	esophagus	16w	embryo1
esophagus_16w_embryo1_57	esophagus	16w	embryo1
esophagus_16w_embryo1_58	esophagus	16w	embryo1
esophagus_16w_embryo1_59	esophagus	16w	embryo1
esophagus_16w_embryo1_60	esophagus	16w	embryo1
esophagus_16w_embryo1_61	esophagus	16w	embryo1
esophagus_16w_embryo1_62	esophagus	16w	embryo1
esophagus_16w_embryo1_63	esophagus	16w	embryo1
esophagus_16w_embryo1_64	esophagus	16w	embryo1
esophagus_16w_embryo1_66	esophagus	16w	embryo1
esophagus_16w_embryo1_67	esophagus	16w	embryo1
esophagus_16w_embryo1_68	esophagus	16w	embryo1
esophagus_16w_embryo1_69	esophagus	16w	embryo1
esophagus_16w_embryo1_70	esophagus	16w	embryo1
esophagus_16w_embryo1_71	esophagus	16w	embryo1
esophagus_16w_embryo1_72	esophagus	16w	embryo1
esophagus_16w_embryo1_73	esophagus	16w	embryo1
esophagus_16w_embryo1_75	esophagus	16w	embryo1
esophagus_16w_embryo1_77	esophagus	16w	embryo1
esophagus_16w_embryo1_78	esophagus	16w	embryo1
esophagus_16w_embryo1_79	esophagus	16w	embryo1
esophagus_16w_embryo1_8	esophagus	16w	embryo1
esophagus_16w_embryo1_80	esophagus	16w	embryo1
esophagus_16w_embryo1_82	esophagus	16w	embryo1
esophagus_16w_embryo1_83	esophagus	16w	embryo1
esophagus_16w_embryo1_85	esophagus	16w	embryo1
esophagus_16w_embryo1_86	esophagus	16w	embryo1
esophagus_16w_embryo1_88	esophagus	16w	embryo1
esophagus_16w_embryo1_89	esophagus	16w	embryo1
esophagus_16w_embryo1_90	esophagus	16w	embryo1
esophagus_19w_embryo1_19	esophagus	19w	embryo1
esophagus_19w_embryo1_6	esophagus	19w	embryo1
esophagus_21w_embryo2_54	esophagus	21w	embryo2
esophagus_21w_embryo2_55	esophagus	21w	embryo2
esophagus_21w_embryo2_58	esophagus	21w	embryo2
esophagus_21w_embryo2_60	esophagus	21w	embryo2
esophagus_21w_embryo2_71	esophagus	21w	embryo2
esophagus_21w_embryo2_74	esophagus	21w	embryo2
esophagus_21w_embryo2_75	esophagus	21w	embryo2
esophagus_21w_embryo2_83	esophagus	21w	embryo2
esophagus_21w_embryo2_86	esophagus	21w	embryo2
esophagus_21w_embryo2_90	esophagus	21w	embryo2
esophagus_25w_embryo1_62	esophagus	25w	embryo1
esophagus_6w_embryo1_16	esophagus	6w	embryo1
esophagus_11w_embryo1_26	esophagus	11w	embryo1
esophagus_19w_embryo1_1	esophagus	19w	embryo1
esophagus_19w_embryo1_10	esophagus	19w	embryo1
esophagus_19w_embryo1_11	esophagus	19w	embryo1
esophagus_19w_embryo1_12	esophagus	19w	embryo1
esophagus_19w_embryo1_15	esophagus	19w	embryo1
esophagus_19w_embryo1_17	esophagus	19w	embryo1
esophagus_19w_embryo1_18	esophagus	19w	embryo1
esophagus_19w_embryo1_2	esophagus	19w	embryo1
esophagus_19w_embryo1_25	esophagus	19w	embryo1
esophagus_19w_embryo1_28	esophagus	19w	embryo1
esophagus_19w_embryo1_3	esophagus	19w	embryo1
esophagus_19w_embryo1_30	esophagus	19w	embryo1
esophagus_19w_embryo1_31	esophagus	19w	embryo1
esophagus_19w_embryo1_32	esophagus	19w	embryo1
esophagus_19w_embryo1_36	esophagus	19w	embryo1
esophagus_19w_embryo1_37	esophagus	19w	embryo1
esophagus_19w_embryo1_38	esophagus	19w	embryo1
esophagus_19w_embryo1_4	esophagus	19w	embryo1
esophagus_19w_embryo1_41	esophagus	19w	embryo1
esophagus_19w_embryo1_45	esophagus	19w	embryo1
esophagus_19w_embryo1_46	esophagus	19w	embryo1
esophagus_19w_embryo1_47	esophagus	19w	embryo1
esophagus_19w_embryo1_49	esophagus	19w	embryo1
esophagus_19w_embryo1_50	esophagus	19w	embryo1
esophagus_19w_embryo1_51	esophagus	19w	embryo1
esophagus_19w_embryo1_52	esophagus	19w	embryo1
esophagus_19w_embryo1_53	esophagus	19w	embryo1
esophagus_19w_embryo1_54	esophagus	19w	embryo1
esophagus_19w_embryo1_56	esophagus	19w	embryo1
esophagus_19w_embryo1_57	esophagus	19w	embryo1
esophagus_19w_embryo1_58	esophagus	19w	embryo1
esophagus_19w_embryo1_60	esophagus	19w	embryo1
esophagus_19w_embryo1_61	esophagus	19w	embryo1
esophagus_19w_embryo1_62	esophagus	19w	embryo1
esophagus_19w_embryo1_63	esophagus	19w	embryo1
esophagus_19w_embryo1_64	esophagus	19w	embryo1
esophagus_19w_embryo1_65	esophagus	19w	embryo1
esophagus_19w_embryo1_66	esophagus	19w	embryo1
esophagus_19w_embryo1_67	esophagus	19w	embryo1
esophagus_19w_embryo1_70	esophagus	19w	embryo1
esophagus_19w_embryo1_71	esophagus	19w	embryo1
esophagus_19w_embryo1_72	esophagus	19w	embryo1
esophagus_19w_embryo1_74	esophagus	19w	embryo1
esophagus_19w_embryo1_75	esophagus	19w	embryo1
esophagus_19w_embryo1_79	esophagus	19w	embryo1
esophagus_19w_embryo1_80	esophagus	19w	embryo1
esophagus_19w_embryo1_83	esophagus	19w	embryo1
esophagus_19w_embryo1_84	esophagus	19w	embryo1
esophagus_19w_embryo1_86	esophagus	19w	embryo1
esophagus_19w_embryo1_9	esophagus	19w	embryo1
esophagus_21w_embryo2_51	esophagus	21w	embryo2
esophagus_21w_embryo2_52	esophagus	21w	embryo2
esophagus_21w_embryo2_57	esophagus	21w	embryo2
esophagus_21w_embryo2_59	esophagus	21w	embryo2
esophagus_21w_embryo2_62	esophagus	21w	embryo2
esophagus_21w_embryo2_63	esophagus	21w	embryo2
esophagus_21w_embryo2_64	esophagus	21w	embryo2
esophagus_21w_embryo2_65	esophagus	21w	embryo2
esophagus_21w_embryo2_69	esophagus	21w	embryo2
esophagus_21w_embryo2_72	esophagus	21w	embryo2
esophagus_21w_embryo2_77	esophagus	21w	embryo2
esophagus_21w_embryo2_78	esophagus	21w	embryo2
esophagus_21w_embryo2_79	esophagus	21w	embryo2
esophagus_21w_embryo2_80	esophagus	21w	embryo2
esophagus_21w_embryo2_81	esophagus	21w	embryo2
esophagus_21w_embryo2_84	esophagus	21w	embryo2
esophagus_21w_embryo2_87	esophagus	21w	embryo2
esophagus_21w_embryo2_88	esophagus	21w	embryo2
esophagus_21w_embryo2_89	esophagus	21w	embryo2
stomach_19w_embryo1_28	stomach	19w	embryo1
esophagus_19w_embryo1_29	esophagus	19w	embryo1
esophagus_19w_embryo1_39	esophagus	19w	embryo1
esophagus_19w_embryo1_90	esophagus	19w	embryo1
LI_14w_embryo1_5	LI	14w	embryo1
LI_7w_embryo2.2_51	LI	7w	embryo2
SI_19w_embryo1_1	SI	19w	embryo1
SI_19w_embryo1_10	SI	19w	embryo1
SI_19w_embryo1_11	SI	19w	embryo1
SI_19w_embryo1_13	SI	19w	embryo1
SI_19w_embryo1_14	SI	19w	embryo1
SI_19w_embryo1_15	SI	19w	embryo1
SI_19w_embryo1_16	SI	19w	embryo1
SI_19w_embryo1_17	SI	19w	embryo1
SI_19w_embryo1_2	SI	19w	embryo1
SI_19w_embryo1_3	SI	19w	embryo1
SI_19w_embryo1_5	SI	19w	embryo1
SI_19w_embryo1_56	SI	19w	embryo1
SI_19w_embryo1_6	SI	19w	embryo1
SI_19w_embryo1_61	SI	19w	embryo1
SI_19w_embryo1_63	SI	19w	embryo1
SI_19w_embryo1_7	SI	19w	embryo1
SI_19w_embryo1_70	SI	19w	embryo1
SI_19w_embryo1_75	SI	19w	embryo1
SI_19w_embryo1_78	SI	19w	embryo1
SI_19w_embryo1_79	SI	19w	embryo1
SI_19w_embryo1_81	SI	19w	embryo1
SI_19w_embryo1_83	SI	19w	embryo1
SI_19w_embryo1_87	SI	19w	embryo1
SI_19w_embryo1_90	SI	19w	embryo1
SI_21w_embryo2_55	SI	21w	embryo2
SI_21w_embryo2_59	SI	21w	embryo2
SI_21w_embryo2_82	SI	21w	embryo2
SI_21w_embryo2_85	SI	21w	embryo2
SI_21w_embryo2_85_V	SI	21w	embryo2
SI_24w_embryo1.2_1	SI	24w	embryo1
SI_24w_embryo1.2_12	SI	24w	embryo1
SI_24w_embryo1.2_17	SI	24w	embryo1
SI_24w_embryo1.2_26	SI	24w	embryo1
SI_24w_embryo1.2_31	SI	24w	embryo1
SI_24w_embryo1.2_32	SI	24w	embryo1
SI_24w_embryo1.2_37	SI	24w	embryo1
SI_24w_embryo1.2_38	SI	24w	embryo1
SI_24w_embryo1.2_39	SI	24w	embryo1
SI_24w_embryo1.2_42	SI	24w	embryo1
SI_24w_embryo1.2_5	SI	24w	embryo1
SI_24w_embryo1.2_52	SI	24w	embryo1
SI_24w_embryo1.2_58	SI	24w	embryo1
SI_24w_embryo1.2_59	SI	24w	embryo1
SI_24w_embryo1.2_60	SI	24w	embryo1
SI_24w_embryo1.2_61	SI	24w	embryo1
SI_24w_embryo1.2_7	SI	24w	embryo1
SI_24w_embryo1.2_75	SI	24w	embryo1
SI_24w_embryo1.2_76	SI	24w	embryo1
SI_24w_embryo1.2_82	SI	24w	embryo1
SI_24w_embryo1.2_87	SI	24w	embryo1
SI_24w_embryo1.2_9	SI	24w	embryo1
SI_24w_embryo1_25	SI	24w	embryo1
SI_24w_embryo1_30	SI	24w	embryo1
SI_24w_embryo1_31	SI	24w	embryo1
SI_24w_embryo1_32	SI	24w	embryo1
SI_24w_embryo1_33	SI	24w	embryo1
SI_24w_embryo1_35	SI	24w	embryo1
SI_24w_embryo1_36	SI	24w	embryo1
SI_24w_embryo1_40	SI	24w	embryo1
SI_24w_embryo1_41	SI	24w	embryo1
SI_24w_embryo1_45	SI	24w	embryo1
SI_24w_embryo1_46	SI	24w	embryo1
SI_24w_embryo1_49	SI	24w	embryo1
SI_24w_embryo1_52	SI	24w	embryo1
SI_24w_embryo1_57	SI	24w	embryo1
SI_24w_embryo1_58	SI	24w	embryo1
SI_24w_embryo1_59	SI	24w	embryo1
SI_24w_embryo1_60	SI	24w	embryo1
SI_24w_embryo1_69	SI	24w	embryo1
SI_24w_embryo1_70	SI	24w	embryo1
SI_24w_embryo1_72	SI	24w	embryo1
SI_24w_embryo1_74	SI	24w	embryo1
SI_24w_embryo1_80	SI	24w	embryo1
SI_24w_embryo1_83	SI	24w	embryo1
SI_24w_embryo1_84	SI	24w	embryo1
SI_24w_embryo1_9	SI	24w	embryo1
stomach_16w_embryo1_66	stomach	16w	embryo1
stomach_7w_embryo2.2_48	stomach	7w	embryo2
stomach_7w_embryo2.2_56	stomach	7w	embryo2
stomach_7w_embryo2.2_63	stomach	7w	embryo2
stomach_7w_embryo2.2_80	stomach	7w	embryo2
esophagus_6w_embryo1_32	esophagus	6w	embryo1
esophagus_6w_embryo1_37	esophagus	6w	embryo1
esophagus_6w_embryo1_40	esophagus	6w	embryo1
esophagus_6w_embryo1_58	esophagus	6w	embryo1
esophagus_6w_embryo1_62	esophagus	6w	embryo1
esophagus_6w_embryo1_63	esophagus	6w	embryo1
esophagus_6w_embryo1_69	esophagus	6w	embryo1
esophagus_6w_embryo1_72	esophagus	6w	embryo1
esophagus_6w_embryo1_80	esophagus	6w	embryo1
esophagus_6w_embryo1_84	esophagus	6w	embryo1
esophagus_6w_embryo1_9	esophagus	6w	embryo1
esophagus_6w_embryo2_53	esophagus	6w	embryo2
esophagus_6w_embryo2_88	esophagus	6w	embryo2
esophagus_7w_embryo2.2_10	esophagus	7w	embryo2
esophagus_7w_embryo2.2_15	esophagus	7w	embryo2
esophagus_7w_embryo2.2_18	esophagus	7w	embryo2
esophagus_7w_embryo2.2_19	esophagus	7w	embryo2
esophagus_7w_embryo2.2_20	esophagus	7w	embryo2
esophagus_7w_embryo2.2_25	esophagus	7w	embryo2
esophagus_7w_embryo2.2_37	esophagus	7w	embryo2
esophagus_7w_embryo2.2_39	esophagus	7w	embryo2
esophagus_7w_embryo2.2_43	esophagus	7w	embryo2
esophagus_7w_embryo2.2_51	esophagus	7w	embryo2
esophagus_7w_embryo2.2_54	esophagus	7w	embryo2
esophagus_7w_embryo2.2_59	esophagus	7w	embryo2
